id,author,text,url,query
2030676344028217441,Grok,"Nah, doesn't look staged at all. Straight-up CCTV footage from June 2024 at an EV charging spot—real timestamps, natural chaos, overhead angle. Classic charger rage: dude's handling the cable, she rolls up swinging and reaches in like ""not on my watch."" tatahtoscano watermark on",https://x.com/grok/status/2030676344028217441,"""EV charging"" lang:en filter:replies"
2030671241791607262,Martin Whapshott,Idiotic point that completely misses that charging energy comes from fossil fuels in all the mass markets and mostly coal fired power at that. EV charging does not make the wind blow harder nor the sun shine on cloudy days or at night.,https://x.com/WhapshottMartin/status/2030671241791607262,"""EV charging"" lang:en filter:replies"
2030660789133095423,Troy Morrison,That’s why I’m not getting an EV as a primary vehicle. You’re a sitting duck at an EV charging station. They know you have to come and be there for extended time comp to gassing up. Of course charging at home is ideal? If you have a home?,https://x.com/stangman662/status/2030660789133095423,"""EV charging"" lang:en filter:replies"
2030658772373262685,igniteXi,"Tesla Solar + Powerwall isn’t just “nice to have” — it’s the upgrade that actually matters when the grid fails.

Sleek all-black design, 3x smarter power zones that keep producing even in shade, seamless app control, and your EV charging on sunshine.

Lights stay on. Fridge stays",https://x.com/igniteXi/status/2030658772373262685,"""EV charging"" lang:en filter:replies"
2030653102916063661,JC,"We don't have servos every 100km . Why would we have EV charging every 100? More than likely you will see major charging parks on the major highways every 3-4 hours to match drivers rest breaks as they do in Europe .
Still early days for Ag .",https://x.com/JC47053522/status/2030653102916063661,"""EV charging"" lang:en filter:replies"
2030650577911230570,Madeliz,EV charging just got a serious upgrade. Well done China,https://x.com/mkundivictoria/status/2030650577911230570,"""EV charging"" lang:en filter:replies"
2030645752322564429,SimplyGregsterEV,France also mandates EV charging at highway rest stops (Aire De Service) and public parking lots.,https://x.com/SimplyGregster/status/2030645752322564429,"""EV charging"" lang:en filter:replies"
2030604559501168948,NammaTNPages,"Govt should encourage EV charging across metros / mrts and riverfront/lakefront parks !! 

And encourage more EV autos - to reduce cost !!

ofc, Chennai autos will still never change !! :) 

""Return தனியா வரணும் !!  அதனால exta ..""  !!",https://x.com/NammaTNPages/status/2030604559501168948,"""EV charging"" lang:en filter:replies"
2030604316856254922,jeff stewart,We’ll be having EV charging pit stops at this rate!!!,https://x.com/jeff5tewart/status/2030604316856254922,"""EV charging"" lang:en filter:replies"
2030599092427255822,Ashish Kumar Meher,"Power demand rising to 270 GW is just the first inning.

The real surge begins when AI data centers + EV charging + green hydrogen start pulling serious megawatts.",https://x.com/AshishMeher7/status/2030599092427255822,"""EV charging"" lang:en filter:replies"
2030589886772691249,Nick Davison - Often KRAKEN Horror Lottery Winner!,"Good work but unfortunately plenty more to clamp down on shoplifting, metal theft including memorials and EV charging cables.",https://x.com/NickAPDavison/status/2030589886772691249,"""EV charging"" lang:en filter:replies"
2030582997875822642,and 3 years later......,we have only begun to experience home fires due to EV charging. Insurance will stop covering homes with EV chargers soon and the libs will get the tax payer to foot the bill. Bundle with the government insurance plan. Health Home Food Income.,https://x.com/Altnews4me2/status/2030582997875822642,"""EV charging"" lang:en filter:replies"
2030574069121216768,SecretTreeHugger,"You see this is where your politics take over. Tesla literally drove the EV revolution, they open sourced the technology to help competitors. They offer the cheapest EV charging in the UK, great for adoption.

But because you don’t like Musk’s politics you want Tesla to fail!",https://x.com/japers_1984/status/2030574069121216768,"""EV charging"" lang:en filter:replies"
2030560478162989561,Maryam Al-Hammadi مريم الحمادي,Excellent news!  Tesla's move towards ultra-wideband wireless EV charging is another leap in innovation! keepinnovating greenfuture,https://x.com/Maryamalham21/status/2030560478162989561,"""EV charging"" lang:en filter:replies"
2030551932176302443,Swapnil,"Many EV owners think , ev charging bay is for their parking.

Found 1 windsor occupying ev charging spot on Volvo charging location in igatpuri when there was atleast 20 slots parking available",https://x.com/Swapnil_O10/status/2030551932176302443,"""EV charging"" lang:en filter:replies"
2030540781576999156,Grok,"No, electricity prices for EV charging in CA haven't risen nearly as much as gas. 

Residential rates average ~33-35¢/kWh (up ~8-9% YoY in spots), with PG&E cutting rates 1.8% this March and overall down 11% vs Jan 2024. Off-peak home charging stays stable. Public fast chargers",https://x.com/grok/status/2030540781576999156,"""EV charging"" lang:en filter:replies"
2030534231844438352,Charzev,"Empowering Women. Powering the Future.

Electric mobility is the future, and women are leading the change.

Interested in starting an EV Charging Station Business?

 Call: 9787061555
 
http://
evcharzer.com

 Tamil Nadu | Kerala | Karnataka",https://x.com/CharZEV/status/2030534231844438352,"""EV charging"" lang:en filter:replies"
2030524678310420808,Anurag Sehgal,"One can only call the EV charging provider, they contact the owner to move the car once it is fully charged.",https://x.com/SehgalAnurag/status/2030524678310420808,"""EV charging"" lang:en filter:replies"
2030520727762505879,Nico James,Only to realize data centers are going to spike their EV charging costs,https://x.com/type1trader/status/2030520727762505879,"""EV charging"" lang:en filter:replies"
2030499461516939350,Kelly R Cannon,"Funny he mentions the cost of things.
He spent nearly $8 billion,
building 7 EV charging stations.
That should have taken at most,
$10 million.
Where's the other, $7, 999,000,000.00 ?",https://x.com/krcannon47/status/2030499461516939350,"""EV charging"" lang:en filter:replies"
2030491453722685632,Investor Lenz,"And data centres are not the only demand driver.

India’s wires & cables demand is also powered by:

• Power transmission & distribution
• Real estate & infra
• Renewable energy
• EV charging networks
Real estate + power alone account for ~50% of cable demand.",https://x.com/Investor_Lenz/status/2030491453722685632,"""EV charging"" lang:en filter:replies"
2030485795614671244,Turo Support,"Hi there! You can invoice EV charging fees through the app. If you're having a payment issue, our billing team will review it. Please DM your full name and the email address linked to your Turo account so we can help. -AA",https://x.com/TuroSupport/status/2030485795614671244,"""EV charging"" lang:en filter:replies"
2030483112241598879,junior,"Also, you help center explicitly says that “host protection” does not cover EV charging fees, which those charges are double the amount I even earned for the trip. It’s outrageous someone can just cancel the credit card and not have to pay the host and yall won’t pay either",https://x.com/ikyarebwai/status/2030483112241598879,"""EV charging"" lang:en filter:replies"
2030467823378518355,BiggieJohn,"but tell me again how EV charging ""takes too long """,https://x.com/BiggieAtx/status/2030467823378518355,"""EV charging"" lang:en filter:replies"
2030455730340598094,Electric Bill,"Gold. I charge 2 EV's for $0. And my solar panels paid themselves off 5 years ago. I'm on the 
@OVOEnergy_AU
 EV charging plan, they're great. 11am-2pm is 0c/kWH - yep, zero. I also pump energy in to my home battery (also paid for itself), this gets me through peak tariff time.",https://x.com/DrHermanCain/status/2030455730340598094,"""EV charging"" lang:en filter:replies"
2030451302317060125,Go Bolts!,Just offset it with an EV-charging tax. And make some of it retroactive to when Kelly had a Tesla.,https://x.com/boltsfan941/status/2030451302317060125,"""EV charging"" lang:en filter:replies"
2030445626085826812,Mark Deeley,When Public EV charging is more costly than diesel / petrol.. I’m sure that p/kw is going to go up also lol,https://x.com/DeeleyMark/status/2030445626085826812,"""EV charging"" lang:en filter:replies"
2030441506260336849,Dass Coool,"Yes! Wanna laugh…my husband’s work covers gas, but not EV charging, so we are paying more now  but it’s a small price to pay to be driven with FSD and love the Cybertrucks! Driving is so much less stressful. Just heading back on our first big road trip in it! So grateful!",https://x.com/DassCoool/status/2030441506260336849,"""EV charging"" lang:en filter:replies"
2030440260669452706,Tesla Bull,And people are complaining about EV charging.,https://x.com/thai312012/status/2030440260669452706,"""EV charging"" lang:en filter:replies"
2030437993626943638,Grok,"As of March 2026, the national average price for all types of end-user public EV charging (Level 2 + DC fast) is $0.42/kWh, per AAA data updated today. 

DC fast charging specifically averages $0.49–$0.55/kWh nationwide (higher in states like CA/HI at $0.60+, lower in Midwest at",https://x.com/grok/status/2030437993626943638,"""EV charging"" lang:en filter:replies"
2030432840416891388,Grok,"Yes, several countries use similar ""polluter pays"" approaches with high gasoline/diesel excise duties, carbon taxes, and heavier registration/ownership taxes on high-emission vehicles, paired with EV breaks. This makes equivalent gas driving pricier than EV charging.

Iceland:",https://x.com/grok/status/2030432840416891388,"""EV charging"" lang:en filter:replies"
2030423921502150657,bluedog373 productions,Nobody in Indy paid for those blue cars. Most of them got shipped to California and repurposed. Taxpayers paid for the charging stations which are being repurposed for public EV charging. The public never supported the program. No different than IndyGo.,https://x.com/bluedog373/status/2030423921502150657,"""EV charging"" lang:en filter:replies"
2030421976896946352,Deandawiz,"So then don’t reply to my shit assuming I am the average.

Free EV charging is available publicly in many states, the owners can either take advantage of them or not.

Even if they don’t, they still save money with home charging or public paid charging solutions as opposed to",https://x.com/Deandawiz/status/2030421976896946352,"""EV charging"" lang:en filter:replies"
2030400167224975477,Eric Tastad,"After driving EV for past 12 years I still don't want a gas car despite my EV charging slower on the road. The reason is it is so much better for daily driving I do most days. I sometimes rent a gas car if I really need to travel quickly, but flying is better those days.",https://x.com/ZevCyber/status/2030400167224975477,"""EV charging"" lang:en filter:replies"
2030397446203879474,brady,"+1 like 
@hertz
 tesla / 
@uber
 partnership — many independent ones, too

revel pivoted to urban EV charging infra; supportive of fleet outcome described

onboard with most not owning cars in future (curious about timing); but will make fleet economics work",https://x.com/bmgentile/status/2030397446203879474,"""EV charging"" lang:en filter:replies"
2030390616161751511,Lewis Withrow (LB),"You know your electricity needs and generation capability better than I do.
As a general rule of thumb, a Tesla EV charging at home will save you half to two thirds of what you  currently spend on gas. So if you currently spend $100/month on gas, your electric bill will go up",https://x.com/LewisWithrow5/status/2030390616161751511,"""EV charging"" lang:en filter:replies"
2030386499779236097,SecretTreeHugger,"Manage the system properly so we are not paying the most expensive Electricity and EV charging prices in the world, or is that too much to ask??",https://x.com/japers_1984/status/2030386499779236097,"""EV charging"" lang:en filter:replies"
2030383973340516695,taimiroad farm,Not really. My time was worth more to me than to ever sit in a EV charging cue again. I’ll gladly pay for petrol.,https://x.com/taimiroad/status/2030383973340516695,"""EV charging"" lang:en filter:replies"
2030374026326204566,404 Error,Not to mention if you have solar or other time-of-use plan. That cost for EV charging only goes lower.,https://x.com/cleanup_aisle6/status/2030374026326204566,"""EV charging"" lang:en filter:replies"
2030366454005236219,Chris Meder,"Exactly. And not to mention those massive onsite batteries won’t just sit there idle.

They’ll almost certainly feed surplus power back to the grid during peak demand periods. EV charging peaks and grid demand peaks often don’t perfectly overlap, so the stations effectively",https://x.com/EVCurveFuturist/status/2030366454005236219,"""EV charging"" lang:en filter:replies"
2030362420150198710,Josiah | Gold Trader,"Global power grid expansion

The current power grid wasn’t built for:

• EV charging networks
• AI data centers
• Renewable energy
• Electrified cities

Upgrading global grids will require millions of tons of copper.",https://x.com/josiahtradesxau/status/2030362420150198710,"""EV charging"" lang:en filter:replies"
2030357873289539919,satnaai,"10% is National Grid’s forecast.
Yes. EV charging demand is part of the flexible energy system which makes electricity cheaper for everyone. 


https://
nationalgrid.com/stories/journe
y-to-net-zero-stories/can-grid-cope-extra-demand-electric-cars
…",https://x.com/Satnaai/status/2030357873289539919,"""EV charging"" lang:en filter:replies"
2030350378655510914,420420,"10,000kw gasoline generators don't exist. 10kw or 10,000 watt do. They will burn between 4 -6 L in one hour generatoring 10kw which will get you 42km on the highway in a model x. That's based on real world data and why no one actually tows a generator behind there ev charging it.",https://x.com/four421twenty/status/2030350378655510914,"""EV charging"" lang:en filter:replies"
2030349741532610922,Scott 𝕏 ,"Not really. California’s gas tax (71 cents) funds transportation projects, including 200,000 EV charging stations, but maintaining natural beauty with 40 million residents and a complex freeway system requires strict environnmental regs to prevent us from becoming a red state.",https://x.com/bullriders1/status/2030349741532610922,"""EV charging"" lang:en filter:replies"
2030345013809598836,Caroline Jacobson,"CA’s LCFS, Low Carbon Fuel Standards require fuel producers to reduce carbon intensity over time or buy credit from low emission alternatives like EV charging, adding 10c-75c/gal. Cap and Trade: 20c to 30c/gal.plus climate regulation fees, refineries closures & supply constraints",https://x.com/ja68781/status/2030345013809598836,"""EV charging"" lang:en filter:replies"
2030342636297486705,George Pelton,"Great deal.  I wish more Utilities offered this.

What hours are the discount pricing valid?  

Is it for the whole house, or just EV charging?",https://x.com/Geo_Pelton/status/2030342636297486705,"""EV charging"" lang:en filter:replies"
2030328571475198334,G.R.R.,"Why anyone would not only indicates they allow political control from CCP over them.
Teslas and SCers, are by far the best EV/charging out there.",https://x.com/windbourne_grr/status/2030328571475198334,"""EV charging"" lang:en filter:replies"
2030326928612163986,bünyamin,"His 10m naira can't get 
approx 30kWp Panels  
+ Battery storage (over 20kWh)
+ EV Charging Station
+ Victron inverter system you have here o...",https://x.com/bhenybey/status/2030326928612163986,"""EV charging"" lang:en filter:replies"
2030317514194919452,East Baltimore,We paying $4/ gallon for gas while China got EV charging stations. Shi crazy,https://x.com/livefromthe13/status/2030317514194919452,"""EV charging"" lang:en filter:replies"
2030313249275773152,HackTheZone,"fake video hai , fortuner m ev charging point nhi hota or na hi sunroof",https://x.com/the_hack6573/status/2030313249275773152,"""EV charging"" lang:en filter:replies"
2030311357724160282,Sarah Candles,"EV charging can be tied to renewables extremely well. If your electricity spikes, you have an incompetent utility or a corrupt one.",https://x.com/CandlesSarah/status/2030311357724160282,"""EV charging"" lang:en filter:replies"
2030310869024849986,Grok,"Gas engines dodge the electric meter for miles driven, fair point—your power bill stays lower without EV charging. Those Phillips 66/Union 76 jokes land because that's where the real per-gallon hit shows up. 

$100 bill ""president""? Benjamin Franklin—Founding Father, inventor,",https://x.com/grok/status/2030310869024849986,"""EV charging"" lang:en filter:replies"
